compound_identifier,original_name,cleaned_name,IUPAC name,name_comments
6003C,"p-mentha-1,4-dien-7-ol",,,
6004C,"p-mentha-1,4-dien-7-ol+ humulene epoxide ii",,,
6005C,"p-mentha-1,4(8)- diene",,,
6006C,"p-mentha-1,4,8-triene",,,
6007C,"p-mentha-1,5-dien-7-ol",,,
6008C,"p-mentha-1,5-dien-ol",,,
6009C,"p-mentha-1,5-dien 8-ol",,,
6010C,"p-mentha-1,5-diene-8-ol",,,
6011C,"p-mentha-1,5,8-triene",,,
6012C,"p-mentha-1,8-dien-2-ol",,,
6013C,"p-mentha-1,8-dien-3-one",,,
6014C,"p-mentha-1,8-dien-4-ol",,,
6015C,"p-mentha-1,8-dien-ol",,,
6016C,p-mentha-2-en-1-ol,,,
6017C,p-mentha-2-en-8-ol,,,
6018C,"p-mentha-2-ene-1,8-diol",,,
6019C,"p-mentha-2(4),8-dien",,,
6020C,"p-mentha-2,4-dien",,,
6021C,"p-mentha-2,4(8)-dien",,,
6022C,"p-mentha-2,4(8)-diene",,,
6023C,"p-mentha-2,4(8),6-trien-2,3-diol",,,
6024C,"p-mentha-2,8-dien-1-ol",,,
6025C,"p-mentha-2,8-diene",,,
6026C,"p-mentha-2,8 dien-1-ol",,,
6027C,p-mentha-3-en-8-ol,,,
6028C,p-mentha-3-ene,,,
6029C,"p-mentha-3,8-dien",,,
6030C,"p-mentha-3,8-diene",,,
6031C,p-mentha-4-en-3-ol,,,
6032C,p-mentha-4(18)-dien,,,
6033C,"p-mentha-l(7),5-dien-2-ol",,,
6034C,"p-mentha-l,3,8-triene",,,
6035C,"p-mentha-l,5-dien-7-ol",,,
6036C,"p-mentha-l,5-dien-8-ol",,,
6037C,p-menthaâ1-en-9-al (isomer),,,
6038C,p-menthadienol,,,
6039C,"p-menthalpha-1,3-dien-7-al",,,
6040C,"p-menthalpha-1,3,8-triene",,,
6041C,"p-menthalpha-1,8-dien-4-ol",,,
6042C,"p-menthalpha-2,4 (8)-diene",,,
6043C,"p-menthalpha-2,4(8)-diene",,,
6044C,p-menthalpha-3-one,,,
6045C,"p-menthalpha-3,8-diene",,,
6046C,"p-menthalpha-l,3-dien-7-al",,,
6047C,"p-menthane-1,8-diol hydrate",,,
6048C,p-menthatriene,,,
6049C,p-menthatriene isomer,,,
6050C,"p-menthofuran-2-ene-1,4-diol",,,
6051C,p-menthoxy benzaldehyde,,,
6052C,p-menthylanisole,,,
6053C,"p-metha-1,5-dien-8-ol",,,
6054C,p-methoxy-cinnamyl alcohol,,,
6055C,p-methoxy acetophenone,,,
6056C,p-methoxy cinnamaldehyde,,,
6057C,p-methoxy thymol,,,
6058C,p-methoxyacetophenone,,,
6059C,p-methoxymethy benzoate,,,
6060C,p-methoxypropiophenone,,,
6061C,p-methyl anisole,,,
6062C,p-methylÂ acetophenone,,,
6063C,p-methylbenzyl alcohol,,,
6064C,p-methylguaiacol,,,
6065C,p-ocimene,,,
6066C,p-propylanisole,,,
6067C,p-rnenth-4(8)-en-9-ol,,,
6068C,p-selinene,,,
6069C,p-sesquiphellandrene,,,
6070C,p-tolualdehyde,,,
6071C,p-tolyl acetate,,,
6072C,p-tolyl alcohol,,,
6073C,p-tolylaldehyde,,,
6074C,"p-trans-mentha-1(7),8-dien-2-ol",,,
6075C,p-vinylguaiacol,,,
6076C,p-xylene,,,
6077C,"pacifigorgia-1,10-diene",,,
6078C,pacifigorgiadiene isomer,,,
6079C,palmitic acid 2888,,,
6080C,palmitic aldehyde,,,
6081C,palmito-gamma-lactone,,,
6082C,palmitoleic acid,,,
6083C,para-cymen-8-ol,,,
6084C,para-himachalene,,,
6085C,"para-mentha-1,3(8)-dien-8-ol",,,
6086C,"para-mentha-1,4(8)-dien-3-ol",,,
6087C,paradisiol,,,
6088C,parsley apiole,,,
6089C,patachouli alcohol,,,
6090C,patchoulene,,,
6091C,patchoulenone,,,
6092C,pellitorine,,,
6093C,pent-1-en-3-ol,,,
6094C,pent-2-enal,,,
6095C,pentadecandelta-15-lactone,,,
6096C,pentadecanoicÂ acid,,,
6097C,pentadecanol+norbourbonone,,,
6098C,pentadecanone,,,
6099C,pentadecene,,,
6100C,pentadecenoic acid,,,
6101C,pentan-1-ol,,,
6102C,pentan-2-ol,,,
6103C,pentan-2-one,,,
6104C,pentanal,,,
6105C,pentane,,,
6106C,"pentane-2,3-dione",,,
6107C,pentanol,,,
6108C,pentatriacontane,,,
6109C,pentenal,,,
6110C,pentyl 2-methyl-2-butenoate,,,
6111C,pentyl 2-methylbutyrate,,,
6112C,pentyl acetate,,,
6113C,pentyl benzene,,,
6114C,"pentyl benzene+1-pentyl -1,3-cyclohexadiene",,,
6115C,pentyl butyrate,,,
6116C,"pentyl cyclohexa-1,3-dien",,,
6117C,"pentyl cyclohexa-1,3-diene",,,
6118C,"pentyl cyclohexalpha-1,5-diene cycloheaxalpha-1,5-diene",,,
6119C,"pentyl cyclohexalpha-l,3-diene",,,
6120C,pentyl cyclohexane,,,
6121C,pentyl hexanoate,,,
6122C,pentyl isobutyrate,,,
6123C,pentyl isothiocynate,,,
6124C,pentylmethyl ether,,,
6125C,perfluorotributylamine,,,
6126C,perilla acetate,,,
6127C,perilla aldehyde,,,
6128C,perillaÂ alcohol,,,
6129C,perillaaldehyde,,,
6130C,perilladehyde,,,
6131C,perillaketone,,,
6132C,perillal,,,
6133C,perillalcohol,,,
6134C,perillic acid,,,
6135C,perillyl 2-methylbutyrate,,,
6136C,perillyl acetate,,,
6137C,perillyl alcohol,,,
6138C,perillyl isovalerate,,,
6139C,persilphiperfol-7-ene,,,
6140C,persilphiperfol-7-enea,,,
6141C,persilphiperfol-7-ene⁄1,,,
6142C,petasitene,,,
6143C,pethybrene,,,
6144C,peucenin-7-methyl ether,,,
6145C,phellandranal,,,
6146C,phellandrene oxide,,,
6147C,phenanthrene,,,
6148C,phenethybenzoate,,,
6149C,phenethyl alcohol,,,
6150C,phenol,,,
6151C,phenol-2-methoxy-3-(2-propenyl),,,
6152C,"phenol-2,6-bis((1,1-dimethyl-ethyl)-4-methyl)",,,
6153C,"phenol,4-(2-propenyl)-acetate",,,
6154C,phenolic alkanone(3),,,
6155C,phenolic alkanone(5),,,
6156C,phenoprene,,,
6157C,phenoxy ethanol,,,
6158C,phenyl acetaldehyde,,,
6159C,phenyl acetate,,,
6160C,phenyl acetic acid,,,
6161C,phenyl acetonitrile,,,
6162C,phenyl acetonitrite,,,
6163C,phenyl ethanal,,,
6164C,phenyl ethyl-2-methylbutyrate,,,
6165C,phenyl ethyl butyrate,,,
6166C,phenyl ethyl ester,,,
6167C,phenyl ethylalcohol,,,
6168C,phenyl methylcarbinylacetate,,,
6169C,phenyl pentanone,,,
6170C,phenyl propanal,,,
6171C,phenyl propanes,,,
6172C,phenyl propanoids,,,
6173C,Phenylacetaldehyde,,,
6174C,phenylacetonitrile,,,
6175C,phenylethyl alcohol,,,
6176C,phenylethylalcohol,,,
6177C,phorone,,,
6178C,photocitral,,,
6179C,pht [1],,,
6180C,"phthalic acid, butyl hexyl e",,,
6181C,phyllocladanol,,,
6182C,phyllocladene,,,
6183C,physeteric acid,,,
6184C,phytan,,,
6185C,phytane,,,
6186C,phytol acetate,,,
6187C,phytol formate,,,
6188C,phytol tentative,,,
6189C,phytone,,,
6190C,"pimara-8,14-diene",,,
6191C,"pimara-8,15-diene",,,
6192C,pimaradiene,,,
6193C,pinocamphene,,,
6194C,pinocampheol,,,
6195C,pinocamphone isomer,,,
6196C,pinocanfone,,,
6197C,pinocantone,,,
6198C,pinocarveol,,,
6199C,pinocarvyl acetate,,,
6200C,pinocarvylÂ acetate,,,
6201C,pinocavone,,,
6202C,pinocenronat,,,
6203C,pinoocamphone,,,
6204C,piperitenone oxide,,,
6205C,piperitenoneÂ oxide,,,
6206C,piperitol,,,
6207C,piperitone epoxide,,,
6208C,piperitone oxide,,,
6209C,piperonal,,,
6210C,piramadiene,,,
6211C,platyphyllol,,,
6212C,plinol,,,
6213C,podocarpene,,,
6214C,pogostol,,,
6215C,poplopenone,,,
6216C,precocene-ii,,,
6217C,precocene i,,,
6218C,precocene ii,,,
6219C,pregeijerene,,,
6220C,preisocalamendiol,,,
6221C,prenol,,,
6222C,prenopsan-8-ol,,,
6223C,prenyl acetate,,,
6224C,prenyl isobutyrate,,,
6225C,presilphiperfoan-8-ol,,,
6226C,presilphiperfol-7-ene,,,
6227C,presilphiperfolan-1-ol,,,
6228C,presilphiperfolan-8-ol,,,
6229C,presilphiperfolan-9-alpha-ol,,,
6230C,presilphiperfolan-9alpha-ol,,,
6231C,prezizaene,,,
6232C,prezizaene isomer,,,
6233C,prochamazulene,,,
6234C,pronylfarnesene,,,
6235C,propan-1-ol,,,
6236C,propan-2-ol,,,
6237C,propanoic acid,,,
6238C,propanol,,,
6239C,propiophenone,,,
6240C,propyl-2-methyl butyrate,,,
6241C,propyl-2-propenyl tetrasulfide,,,
6242C,propyl-2-propenyl trisulfide,,,
6243C,propyl-3-methyl butyrate,,,
6244C,propyl benzoate,,,
6245C,propyl butyrate,,,
6246C,propyl disulfide,,,
6247C,propyl heptanoate,,,
6248C,propyl hexanoate,,,
6249C,propyl isobutyrate,,,
6250C,propyl methacrylate,,,
6251C,propyl tetradecanoate,,,
6252C,propyl tiglate,,,
6253C,propyl valerate,,,
6254C,propylacetate,,,
6255C,propylangelate,,,
6256C,propylbenzene,,,
6257C,propylcyclohexane,,,
6258C,pseudo-diosphenol,,,
6259C,pseudo eugenyl-2-methyl butyrate,,,
6260C,pseudolimonene,,,
6261C,psi-diosphenol,,,
6262C,pulegol,,,
6263C,puleqone,,,
6264C,pygmaein,,,
6265C,pyranoid,,,
6266C,pyrazine,,,
6267C,pyridine,,,
6268C,q-xylene,,,
6269C,quai-6-en-10-beta-ol,,,
6270C,"r-5-acetoxy-t-4-hydroxy-4-isobutyl-2,2,6,6-tetramethylcyclohexan-1,3-dione",,,
6271C,reduced lantadene a,,,
6272C,reduced lantadene b,,,
6273C,remove,,,
6274C,retene,,,
6275C,rimuene,,,
6276C,rosefuran,,,
6277C,rosefuran epoxide,,,
6278C,rosefuranepoxide,,,
6279C,rosefuranepoxide+terpinen-4-ol,,,
6280C,rosifolol,,,
6281C,sa1,,,
6282C,sa2,,,
6283C,sa3,,,
6284C,sa4,,,
6285C,sabina ketone,,,
6286C,sabinaketone,,,
6287C,sabinene-beta-pinene,,,
6288C,sabinene acetate,,,
6289C,sabinene+beta-pinene,,,
6290C,sabineneÂ hydrate,,,
6291C,sabinine,,,
6292C,sabinyl acetate,,,
6293C,sabinyl isovalerate,,,
6294C,sabinylÂ acetate,,,
6295C,safranal,,,
6296C,safrol,,,
6297C,salicyaldehyde,,,
6298C,salicyladehyde,,,
6299C,salicylic acid,,,
6300C,salinene,,,
6301C,salival-4-(14)-en-1-one,,,
6302C,salival-4(14)-en-1-one,,,
6303C,salvene,,,
6304C,salvia-4(14)-en-1-one,,,
6305C,salviadienol,,,
6306C,salvial-4(14)-en-1-ol,,,
6307C,salvial-4(14) en-1-one,,,
6308C,salvial – 4 (14) – en – 1 – one,,,
6309C,salvialâ4(14)-en-1-on,,,
6310C,"sandaracopimara-8(14),15 diene",,,
6311C,sandaracopimaradiene,,,
6312C,sandaracopimarinal,,,
6313C,sandaracopimarinol,,,
6314C,"sanderacopamira-8(14),15-diene",,,
6315C,sandoracopimar-15-en-8beta-ylacetate,,,
6316C,sanina ketone,,,
6317C,santalene,,,
6318C,santalene stereoisomer,,,
6319C,santalinatriene,,,
6320C,santalinylacetate,,,
6321C,santalone,,,
6322C,santene,,,
6323C,santolina alcohol,,,
6324C,santolinetriene,,,
6325C,santolinylacetate,,,
6326C,sativene,,,
6327C,satrol,,,
6328C,savial-4(14)-en-1-one,,,
6329C,scadinene,,,
6330C,scapanol,,,
6331C,sclarene,,,
6332C,sclareol oxide,,,
6333C,sclareoloxide,,,
6334C,sec-butylbutyrate,,,
6335C,sec-butylisothiocyanate,,,
6336C,sec-octyhexanoate,,,
6337C,sec-octylacetate,,,
6338C,sedanenolide,,,
6339C,sedanolide,,,
6340C,selin-11-4-alpha-ol,,,
6341C,Selin-11-en--4alpha-ol,,,
6342C,selin-11-en-4-ol,,,
6343C,selin-11-en-4 alpha-ol,,,
6344C,selin-11-en-4aâo1,,,
6345C,selin-11-en-4alpha-ol,,,
6346C,"selin-3,7(11)-diene",,,
6347C,selin-7(11)-en-4-alpha-ol,,,
6348C,selin-7(11)-en-4-ol,,,
6349C,selina-11-en-4-alpha-ol,,,
6350C,"selina-3,11-dien-6-alpha-ol",,,
6351C,"selina-3,11-dien-6alpha-ol",,,
6352C,"selina-3,11-diene +bicyclogermacrene",,,
6353C,"selina-3,5(11)-diene",,,
6354C,"selina-3,7(11)-dien",,,
6355C,"selina-3,7(11)diene",,,
6356C,selina-4-11-diene,,,
6357C,"selina-4(15),6-diene",,,
6358C,"selina-4(15),7(11)-dien-8-one",,,
6359C,"selina-4,7-diene",,,
6360C,"selina-4,7( 11)-diene",,,
6361C,selina-4.11-diene,,,
6362C,"selina-5,11-diene",,,
6363C,selina-6-en-4-ol,,,
6364C,selinadiene alcohol-ms c15h26o,,,
6365C,"selinalpha-1,3,7(11)-trien-8-one",,,
6366C,"selinalpha-1,3,7(11)-trien-8-one epoxide",,,
6367C,"selinalpha-1,4-diene",,,
6368C,"selinalpha-3,11-dien-6-alpha-ol",,,
6369C,"selinalpha-3,7(11)-diene",,,
6370C,selinalpha-3.7(11)-diene,,,
6371C,"selinalpha-4(14),7(11)-diene",,,
6372C,"selinalpha-4,11-diene",,,
6373C,"selinalpha-4,11-diene (4,11-eudesmadiene)",,,
6374C,"selinalpha-4,7-diene",,,
6375C,"selinalpha-4,7(11)-diene",,,
6376C,"selinalpha-5,11-diene",,,
6377C,selinene,,,
6378C,selinenol,,,
6379C,semperulol,,,
6380C,sesamol,,,
6381C,seselin,,,
6382C,sesquicineole,,,
6383C,sesquiphellandrene,,,
6384C,sesquirosefuran,,,
6385C,sesquisabinene,,,
6386C,sesquisabinene hydrate,,,
6387C,Sesquiterpene,,,
6388C,sesquiterpene hydrocarbon,,,
6389C,sesquiterpene oxygenated,,,
6390C,sesquiterpenol,,,
6391C,sesquithujene,,,
6392C,sesquithuriferol,,,
6393C,seudenone,,,
6394C,seychelene,,,
6395C,sh1,,,
6396C,sh2,,,
6397C,sh3,,,
6398C,sh4,,,
6399C,shisofuran,,,
6400C,shisol,,,
6401C,shyobinol,,,
6402C,shyobunol,,,
6403C,shyobunone,,,
6404C,shyobunone isomer,,,
6405C,shyobunone+alpha-selinene,,,
6406C,sibirene,,,
6407C,sigma-cadinene,,,
6408C,sigma-elemene,,,
6409C,sigma-gurjunene,,,
6410C,sigma-muurolene,,,
6411C,sigma-terpinene,,,
6412C,silphin-1-ene,,,
6413C,silphinene,,,
6414C,"silphiperfol-4,7(14)-diene",,,
6415C,silphiperfol-5-en-3-ol-one,,,
6416C,silphiperfol-5-en-3-ol a,,,
6417C,silphiperfol-5-en-3-ol b,,,
6418C,silphiperfol-5-en-3-ol d,,,
6419C,silphiperfol-5-ene,,,
6420C,silphiperfol-5-one-3-ol a,,,
6421C,silphiperfol-6-en-5-one,,,
6422C,silphiperfol-6-ene,,,
6423C,"silphiperfola-5,7(14)-diene",,,
6424C,silphiperfolan-6-alpha-ol,,,
6425C,silphiperfolan-6-beta-ol,,,
6426C,silphiperfolan-6-ol,,,
6427C,silphiperfolan-6alpha-ol,,,
6428C,silphiperfolan-6beta-ol,,,
6429C,silphiperfolan-7-beta-ol,,,
6430C,silphiperfolan-7beta-ol,,,
6431C,siphiperfol-5-en-3-ol,,,
6432C,siphiperfol-5-en-3-one,,,
6433C,siphiperfol-6-en-5-one,,,
6434C,solanone,,,
6435C,"sopimara-9(11),15-diene",,,
6436C,spathulenoll,,,
6437C,spathulinol,,,
6438C,spathunenol,,,
6439C,spatulenol,,,
6440C,spilanthol,,,
6441C,spiro(2.5)octane,,,
6442C,spirosantalol,,,
6443C,squalene,,,
6444C,stearamide,,,
6445C,stearic acid,,,
6446C,stigmast-5-en-3beta-ol,,,
6447C,"stigmast-5,22-dien-3beta-ol",,,
6448C,"stigmastan-3,5-diene",,,
6449C,styrallyl alcohol,,,
6450C,styrene,,,
6451C,suberosin,,,
6452C,sylvestrene,,,
6453C,t-muurolol,,,
6454C,t-muurolol*,,,
6455C,t-nerolidol,,,
6456C,tatarol,,,
6457C,tau-4-dimethylbenzene butanal,,,
6458C,tau-cadinene,,,
6459C,tau-cadinol + tau-muurolol,,,
6460C,teferdine,,,
6461C,teresantalal,,,
6462C,terpenen-4-ol,,,
6463C,terpenyl acetate,,,
6464C,terpenylacetate,,,
6465C,terpin -4- ol,,,
6466C,terpinan-4-ol,,,
6467C,terpine-4-ol,,,
6468C,terpinelene,,,
6469C,terpinelyl-acetate,,,
6470C,terpinen-4-ol-acetate,,,
6471C,terpinen-4-ol +p-cymen-8-ol,,,
6472C,terpinen-4-ol*,,,
6473C,terpinen-4-ol+beta-caryophyllene,,,
6474C,terpinen-4-ol+cis-sabinene hydrate,,,
6475C,terpinen-4-yl acetate,,,
6476C,terpinen-4 ol,,,
6477C,terpinen-4ol,,,
6478C,terpinen -4-ol,,,
6479C,terpinene,,,
6480C,terpinene-1-ol,,,
6481C,terpinene-4-yl acetate,,,
6482C,terpinene 4-ol,,,
6483C,terpineol,,,
6484C,terpineol-4,,,
6485C,terpinolen,,,
6486C,terpinolene+2-nonanone,,,
6487C,terpinolene+trans-linalooloxide,,,
6488C,terpinolene+trans-linalooloxide (furanoid),,,
6489C,terpinolenec,,,
6490C,terpinoloene,,,
6491C,terpinyl-4-yl-acetate,,,
6492C,terpinyl acetate,,,
6493C,terpinylacetate,,,
6494C,terpinylacetate a,,,
6495C,terplnen-4-ol,,,
6496C,terpnen-4-ol,,,
6497C,tert-muurolol,,,
6498C,tertradecanal,,,
6499C,tertradecane,,,
6500C,tetrachloroethylene,,,
6501C,tetracontane,,,
6502C,tetracosanol,,,
6503C,tetracosene,,,
6504C,"tetracyclo [6.3.2.0 (2,5) .0 (1,",,,
6505C,tetradecanoicÂ acid,,,
6506C,tetradecene,,,
6507C,tetradecyl acetate,,,
6508C,tetrahydro-2h-pyran-2-one,,,
6509C,tetrahydro lavandulol acetate,,,
6510C,tetrahydroaplotaxene,,,
6511C,tetrahydrofuran,,,
6512C,tetrahydrolinalool,,,
6513C,tetramethylphenol,,,
6514C,tetratriacontane,,,
6515C,theaspirane a,,,
6516C,thianthrene,,,
6517C,thiobenzoic acid,,,
6518C,thuj- 3 -en 10-al,,,
6519C,thuj-2-en-4-ol,,,
6520C,"thuj-2,4(10)-diene",,,
6521C,thuj-3-en-1-al,,,
6522C,thuj-3-en-10-a1,,,
6523C,thuj-3-en-10-al,,,
6524C,thuj-3-en-10-al+cryptone,,,
6525C,thuj-3-en-10 al,,,
6526C,"thuja-2,4-diene",,,
6527C,"thuja-2,4 (10)-diene",,,
6528C,"thuja-2,4(10)-dien",,,
6529C,"thuja-3,4(10)-diene",,,
6530C,"thuja 2,4 (10)-diene",,,
6531C,"thuja 2,4(10)-diene",,,
6532C,thuja ketone,,,
6533C,"thujalpha-2,4-(10)-diene",,,
6534C,"thujalpha-2,4 (10)-diene",,,
6535C,"thujalpha-2,4(10)-diene",,,
6536C,thujanol,,,
6537C,thujanol acetate,,,
6538C,thujol,,,
6539C,thujone,,,
6540C,thujopsadiene,,,
6541C,thujopsan-2-alpha-ol,,,
6542C,thujopsene + myrtenal,,,
6543C,thunbergol,,,
6544C,thymal acetate,,,
6545C,thymohydroquinone dimethylether,,,
6546C,thymol derivatives,,,
6547C,thymol hydroquinone methylether,,,
6548C,thymol isobutyrate,,,
6549C,thymol methylether,,,
6550C,thymol nethyl ether,,,
6551C,"thymol, methyl ether",,,
6552C,"thymol, methylether",,,
6553C,thymolÂ +Â cuminol,,,
6554C,thymolÂ acetate,,,
6555C,thymolÂ methylÂ ether,,,
6556C,thymonquinone,,,
6557C,thymoquinol dimethylether,,,
6558C,thymoquinoneÂ isomer,,,
6559C,thymyl angelate,,,
6560C,thymyl isobutyrate,,,
6561C,thymyl isovalerate,,,
6562C,thymyl methacrylate,,,
6563C,thymyl methylether,,,
6564C,thymyl methyloxide,,,
6565C,thymyl tiglate,,,
6566C,tiglic acid,,,
6567C,timonene,,,
6568C,tircosane,,,
6569C,tircyclene,,,
6570C,tolualdehyde,,,
6571C,toluene,,,
6572C,tolune,,,
6573C,torpinolene,,,
6574C,torquatone,,,
6575C,torreyol,,,
6576C,torulosol,,,
6577C,totarene,,,
6578C,traces,,,
6579C,tran-alpha-bergamotene,,,
6580C,trana-pinocarveol,,,
6581C,trans- alpha-Bergamotene,,,
6582C,trans-(z)-alpha-bisabolene epoxide,,,
6583C,trans-(z)-alpha-bisaboleneepoxide,,,
6584C,trans-1-methyl-3-isopropyl-cyclopentane,,,
6585C,"trans-1-methyl-4-(1-methylethenyl) cyclohexane (trans-1,2-dihydrolimonene)",,,
6586C,"trans-1,2-limonene epoxide",,,
6587C,trans-2-dodecenal,,,
6588C,trans-2-hexenal,,,
6589C,trans-2-methyl-3-methylene-5-heptene,,,
6590C,trans-2-methyl-3-methylenehept-5-ene,,,
6591C,trans-2-methyl-3-methylenehept-5-one,,,
6592C,trans-2-pentylcyclopropane-1-carboxylic acid,,,
6593C,trans-2-undecenal,,,
6594C,trans-2 hexenol,,,
6595C,"trans-2,3-pinanediol",,,
6596C,"trans-2,4-decadienal",,,
6597C,trans-3-caren-2-ol,,,
6598C,trans-4-thujanol,,,
6599C,"trans-4,10-epoxy-amorphane",,,
6600C,"trans-6,11-dimethyl-3, 8-oxomethane-bicyclo-(6,3,0) undecalpha-4.6-diene",,,
6601C,trans-abienol,,,
6602C,trans-allo-ocimene,,,
6603C,trans-alpha-bergamatol,,,
6604C,trans-alpha-bergamotene + p-caryophyllene,,,
6605C,trans-alpha-bergamotol,,,
6606C,trans-alpha-bergamotol acetate,,,
6607C,trans-alpha-farnesene,,,
6608C,trans-alpha-ionene,,,
6609C,trans-alpha-necrodyl acetate,,,
6610C,trans-alpha-santalol,,,
6611C,trans-alpha bergamotene,,,
6612C,trans-anethole,,,
6613C,trans-anhydrolinalool oxide,,,
6614C,trans-anol tiglate,,,
6615C,trans-arbusculone,,,
6616C,trans-arteannuic alcohol,,,
6617C,trans-artennauic alcohol,,,
6618C,trans-ascaridol glycol,,,
6619C,trans-ascaridole,,,
6620C,trans-beta-bergamotol,,,
6621C,trans-beta-dihydroterpineol,,,
6622C,trans-beta-guaine,,,
6623C,trans-beta-guajene,,,
6624C,trans-beta-ionone,,,
6625C,"trans-beta-ionone-5,6-epoxide",,,
6626C,trans-beta-ocimene (e),,,
6627C,trans-beta-ocimene epoxide,,,
6628C,trans-beta-santalol,,,
6629C,trans-beta-sesquiphellandrol,,,
6630C,trans-beta-terpineol,,,
6631C,trans-beta -farnesene,,,
6632C,"trans-cadin-alpha-1(2),4-diene",,,
6633C,"trans-cadin-alpha-1(6),4-diene",,,
6634C,"trans-cadin-alpha-1,4-diene",,,
6635C,"trans-cadina-1(2),4-diene",,,
6636C,"trans-cadina-1,4-diene",,,
6637C,"trans-cadina 1,4-diene",,,
6638C,trans-cadine-1-(6)-4-diene,,,
6639C,"trans-cadinena-1(6),4-diene",,,
6640C,trans-cadinene ether,,,
6641C,trans-calamen-10-ol,,,
6642C,trans-calamene,,,
6643C,trans-calamenen-10-ol,,,
6644C,trans-calamenene-10-ol,,,
6645C,trans-caranone (3-isocaranone),,,
6646C,trans-carveol+cis-calamenene,,,
6647C,trans-carvone oxide,,,
6648C,trans-carvyl acetate,,,
6649C,trans-carvylacetate,,,
6650C,trans-caryophyllene oxide,,,
6651C,trans-caveol,,,
6652C,trans-cavoneoxide,,,
6653C,trans-chrysanthemyl acetate,,,
6654C,trans-chrysanthenylacetate,,,
6655C,trans-cinnamaldehyde,,,
6656C,trans-clamenene,,,
6657C,trans-dauc-8-en-11-ol (1),,,
6658C,"trans-daucalpha-4(11),7-diene",,,
6659C,trans-dehydrocarvone,,,
6660C,trans-dehydroxy-linalooloxide,,,
6661C,trans-delta-bergamotene,,,
6662C,trans-delta-menth-2-en-7-ol,,,
6663C,trans-dictamnol,,,
6664C,trans-dihydro-alpha-terpineol,,,
6665C,trans-dihydro-carvone,,,
6666C,trans-dihydrooccidentalol,,,
6667C,trans-e-jasmonol,,,
6668C,trans-en-in-dicycloether,,,
6669C,trans-en-yn-bicycloether,,,
6670C,trans-epoxyocimene,,,
6671C,trans-farnesol,,,
6672C,trans-ferruginol,,,
6673C,trans-gamma-bisabolene,,,
6674C,Trans-gamma-Cadinene,,,
6675C,trans-geraniol,,,
6676C,trans-geranyl acetate,,,
6677C,trans-hex-2-enal,,,
6678C,trans-hydroxy-delta-cadinene,,,
6679C,trans-isolongifol-5-ol,,,
6680C,trans-isolongifolanone,,,
6681C,trans-isomyristicin,,,
6682C,trans-isoosmorhizol,,,
6683C,trans-isopulegone,,,
6684C,trans-limonene,,,
6685C,trans-linalool oxide acetate,,,
6686C,trans-linalool oxide acetophenone,,,
6687C,trans-linalool oxidec,,,
6688C,trans-linaloolÂ oxideÂ (furanoid,,,
6689C,trans-linaloolÂ oxideÂ (pyranoid,,,
6690C,trans-linalyl oxide acetate,,,
6691C,trans-longipinanol,,,
6692C,"trans-m-mentha-2,8-diene",,,
6693C,"trans-m-mentha-4,8-diene",,,
6694C,trans-menth-2-en-1-ol,,,
6695C,"trans-menth-l,6-dien-8-ol",,,
6696C,"trans-mentha-1,8-dien-6-ol",,,
6697C,"trans-mentha-1,8-diene-6-ol",,,
6698C,trans-mentha-2-en-1-ol,,,
6699C,trans-menthone,,,
6700C,trans-muurola-4(14)-5-diene,,,
6701C,"trans-muurola-4(14),5-diene",,,
6702C,"trans-muurolalpha-3,5-diene",,,
6703C,"trans-muurolalpha-4(14),5-diene",,,
6704C,"trans-muurole-4(14),5-diene",,,
6705C,"trans-muurolene-4(14),5-diene",,,
6706C,trans-myroxide,,,
6707C,trans-myrtanal,,,
6708C,trans-myrtanol,,,
6709C,trans-myrtanyl acetate,,,
6710C,trans-myrtenol,,,
6711C,trans-myrtenol acetate,,,
6712C,trans-nerolidol,,,
6713C,trans-nuciferol,,,
6714C,trans-ocimene,,,
6715C,trans-ocimenol,,,
6716C,trans-p-2-menthen-1-ol,,,
6717C,"trans-p-menth-1(7),8-dien-2-ol",,,
6718C,"trans-p-menth-2-en-1,8-diol",,,
6719C,"trans-p-menth-2-en-1,8-diol+beta-bisabolene",,,
6720C,"trans-p-menth-2-en-1,8-ol",,,
6721C,trans-p-menth-2-en-ol,,,
6722C,"trans-p-menth-2,8-dien-1-ol",,,
6723C,trans-p-menth-8-en-2-ol,,,
6724C,"trans-p-mentha-1(7),2-dien-8-ol",,,
6725C,"trans-p-mentha-1,8-dien-1-ol",,,
6726C,"trans-p-mentha-1,8-dien-2-ol",,,
6727C,"trans-p-mentha-1,8-dien-4-ol",,,
6728C,"trans-p-mentha-1,8-dien-6-ol",,,
6729C,trans-p-mentha-2-en-1-ol,,,
6730C,trans-p-mentha-2-en-1-ol c,,,
6731C,"trans-p-mentha-2-en-1,8-diol",,,
6732C,"trans-p-mentha-2,8-dien-1-ol",,,
6733C,"trans-p-mentha -2,8(9)-dien-1-ol",,,
6734C,trans-p-menthane-3-one,,,
6735C,trans-p-menthofuran-2-en-1-ol,,,
6736C,trans-p-piperitol,,,
6737C,trans-para-2-menthen-1-ol,,,
6738C,trans-para-menth-2-en-1-ol,,,
6739C,trans-pinacarveol,,,
6740C,trans-pinan-2-ol,,,
6741C,trans-pinane,,,
6742C,trans-pinenehydrate,,,
6743C,trans-pinocamphone,,,
