pid,pname (v 1.0),scientificName (gbif),Normalized name,Details,Error,kingdom,phylum,class,order,family,genus,species
1462,Salvia lereifolia,Salvia leriifolia Benth.,Salvia leriifolia,Benth.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia leriifolia
1463,Salvia leucantha,Salvia leucantha Cav.,Salvia leucantha,Cav.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia leucantha
1464,Salvia limbata,Salvia limbata C.A.Mey.,Salvia limbata,C.A.Mey.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia limbata
1465,Salvia macrochlamys,Salvia macrochlamys Boiss. & Kotschy ex Boiss.,Salvia macrochlamys,Boiss. & Kotschy ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia macrochlamys
1466,Salvia moorcraftiana,Salvia moorcroftiana Wall. ex Benth.,Salvia moorcroftiana,Wall. ex Benth.,Typographical error in specific epithet and duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia moorcroftiana
1467,Salvia moorcroftiana,Salvia moorcroftiana Wall. ex Benth.,Salvia moorcroftiana,Wall. ex Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia moorcroftiana
1468,Salvia nemorosa,Salvia nemorosa L.,Salvia nemorosa,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia nemorosa
1469,Salvia nubicola,Salvia nubicola Wall. ex Sweet,Salvia nubicola,Wall. ex Sweet,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia nubicola
1470,Salvia nydeggeri,Salvia nydeggeri Hub.-Mor.,Salvia nydeggeri,Hub.-Mor.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia nydeggeri
1471,Salvia officinalis,Salvia officinalis L.,Salvia officinalis,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia officinalis
1472,Salvia officinalis ssp. altissima,Salvia officinalis L.,Salvia officinalis ,L. subsp. altissima,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia officinalis
1473,Salvia pachystachys,Salvia pachystachya Trautv.,Salvia pachystachya,Trautv.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia pachystachya
1474,Salvia palaefolia,Salvia palaefolia Kunth,Salvia palaefolia,Kunth,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia palaefolia
1475,Salvia palaestina,Salvia palaestina Benth.,Salvia palaestina,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia palaestina
1476,Salvia persepolitana,Salvia persepolitana Boiss.,Salvia persepolitana,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia persepolitana
1477,Salvia pomifera,Salvia pomifera L.,Salvia pomifera,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia pomifera
1478,Salvia pomifera ssp. calycina,Salvia pomifera subsp. calycina (Sm.) Hayek,Salvia pomifera ,subsp. calycina (Sm.) Hayek,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia pomifera
1479,Salvia pratensis,Salvia pratensis L.,Salvia pratensis,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia pratensis
1480,Salvia pseudeuphratica,Salvia pseudeuphratica Rech.f.,Salvia pseudeuphratica,Rech.f.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia pseudeuphratica
1481,Salvia recognita,Salvia recognita Fisch. & Mey.,Salvia recognita,Fisch. & Mey.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia recognita
1482,Salvia rhytidea,Salvia rhytidea Benth.,Salvia rhytidea,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia rhytidea
1483,Salvia ringens,Salvia ringens Sibth. & Sm.,Salvia ringens,Sibth. & Sm.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia ringens
1484,Salvia rusellii,Salvia russellii Benth.,Salvia russellii,Benth.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia russellii
1485,Salvia sahendica,Salvia sahendica Boiss. & Buhse,Salvia sahendica,Boiss. & Buhse,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia sahendica
1486,Salvia sclarea,Salvia sclarea L.,Salvia sclarea,L.,"This entry is same as the next entry. The only difference is an additional ""L."" in the latter; but different pfid",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia sclarea
1487,Salvia sclarea L.,Salvia sclarea L.,Salvia sclarea,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia sclarea
1488,Salvia sclareopsis,Salvia sclareopsis Bornm. ex Hedge,Salvia sclareopsis,Bornm. ex Hedge,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia sclareopsis
1489,Salvia tomentosa,Salvia tomentosa Mill.,Salvia tomentosa,Mill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia tomentosa
1490,Salvia verbascifolia,Salvia verbascifolia M.Bieb.,Salvia verbascifolia,M.Bieb.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia verbascifolia
1491,Salvia verbenaca,Salvia verbenaca L.,Salvia verbenaca,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia verbenaca
1492,Salvia verticillata,Salvia verticillata L.,Salvia verticillata,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia verticillata
1493,Salvia xanthocheila,Salvia xanthocheila Boiss. ex Benth.,Salvia xanthocheila,Boiss. ex Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia xanthocheila
1494,Salvla sclarea,Salvia sclarea L.,Salvia sclarea,L.,Typographical error in genus and duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia sclarea
1495,Santalum album,Santalum album L.,Santalum album,L.,,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Santalum,Santalum album
1496,Santalum insulare,Santalum insulare Bert. ex A.DC.,Santalum insulare,Bert. ex A.DC.,,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Santalum,Santalum insulare
1497,Santalum macgregorii,Santalum macgregorii F.Muell.,Santalum macgregorii,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Santalum,Santalum macgregorii
1498,Santalum spicatum,Santalum spicatum A.DC.,Santalum spicatum,A.DC.,,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Santalum,Santalum spicatum
1499,Santolina chamaecyparissus,Santolina chamaecyparissus L.,Santolina chamaecyparissus,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Santolina,Santolina chamaecyparissus
1500,Santolina ligustica,Santolina ligustica Arrigoni,Santolina ligustica,Arrigoni,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Santolina,Santolina ligustica
1501,Santolina oblongifolia,Santolina oblongifolia Boiss.,Santolina oblongifolia,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Santolina,Santolina oblongifolia
1502,Satureja abyssinica,Satureja abyssinica (Benth.) Briq.,Satureja abyssinica,(Benth.) Briq.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium abyssinicum
1503,Satureja atropatana,Satureja atropatana Bunge,Satureja atropatana,Bunge,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja atropatana
1504,Satureja bachtiarica,Satureja bachtiarica Bunge,Satureja bachtiarica,Bunge,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja bachtiarica
1505,Satureja boissieri,Satureja boissieri Hausskn. ex Boiss.,Satureja boissieri,Hausskn. ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja boissieri
1506,Satureja brownei,Satureja brownei (Sw.) Briq.,Satureja brownei,(Sw.) Briq.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium brownei
1507,Satureja cuneifolia,Satureja cuneifolia Ten.,Satureja cuneifolia,Ten.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja cuneifolia
1508,Satureja darwinii,Satureja darwinii (Benth.) Briq.,Satureja darwinii,(Benth.) Briq.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium darwinii
1509,Satureja hortensis,Satureja hortensis L.,Satureja hortensis,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja hortensis
1510,Satureja horvatii,Satureja horvatii subsp. macrophylla (Halácsy) Baden,Satureja horvatii,subsp. macrophylla (Halácsy) Baden,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja horvatii
1511,Satureja icarica,Satureja icarica P.H.Davis,Satureja icarica,P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja icarica
1512,Satureja juliana,Satureja juliana L.,Satureja juliana,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria juliana
1513,Satureja montana,Satureja montana L.,Satureja montana,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana
1514,Satureja montana ssp. kitaibelii,Satureja montana subsp. kitaibelii (Wierzb. ex Heuff.) P.W.Ball,Satureja montana ,subsp. kitaibelii (Wierzb. ex Heuff.) P.W.Ball,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja kitaibelii
1515,Satureja montana ssp. pisidica,Satureja montana subsp. pisidia (Wettst.) _ili_,Satureja montana ,subsp. pisidia (Wettst.) _ili_,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana
1516,Satureja multiflora,Satureja multiflora (Ruiz & Pav.) Briq.,Satureja multiflora,(Ruiz & Pav.) Briq.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium multiflorum
1517,Satureja mutica,Satureja mutica Fisch. & C.A.Mey.,Satureja mutica, Fisch. & C.A.Mey.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja mutica
1518,Satureja odora,Satureja odora (Griseb.) Epling,Satureja odora,(Griseb.) Epling,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium odorum
1519,Satureja paradoxa,Satureja paradoxa Vatke,Satureja paradoxa,Vatke,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja paradoxa
1520,Satureja parnassica ssp. parnassica,Satureja parnassica subsp. parnassica,Satureja parnassica ,subsp. parnassica,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja parnassica
1521,Satureja pilosa,Satureja pilosa Velen.,Satureja pilosa,Velen.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja pilosa
1522,Satureja pilosa var. pilosa,Satureja pilosa Velen.,Satureja pilosa ,var. pilosa,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja pilosa
1523,Satureja richingeri,Satureja rechingeri Jamzad,Satureja rechingeri,Jamzad,Typographical Error in the specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja rechingeri
1524,Satureja sahendica,Satureja sahendica Bornm.,Satureja sahendica,Bornm.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja sahendica
1525,Satureja spinosa,Satureja spinosa L.,Satureja spinosa,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja spinosa
1526,Satureja subspicata,Satureja subspicata Bartl. ex Vis.,Satureja subspicata,Bartl. ex Vis.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja subspicata
1527,Satureja thymbra,Satureja thymbra L.,Satureja thymbra,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja thymbra
1528,Satureja viminea,Satureja viminea L.,Satureja viminea,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium vimineum
1529,Satureja visianii,Satureja visianii _ili_,Satureja visianii,_ili_,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja visianii
1530,Scandix iberica,Scandix iberica M.Bieb.,Scandix iberica,M.Bieb.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Scandix,Scandix iberica
1531,Schinus molle,Schinus molle L.,Schinus molle,L.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,Schinus molle
1532,Schizonepeta annua,Schizonepeta annua (Pall.) Schischk.,Schizonepeta annua,(Pall.) Schischk.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta annua
1533,Scleria hirtella,Scleria hirtella Sw.,Scleria hirtella,Sw.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scleria,Scleria hirtella
1534,Sclerorhachis platyrachis,Sclerorhachis platyrachis (Boiss.) Podl.,Sclerorhachis platyrachis,(Boiss.) Podl.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sclerorhachis,Sclerorhachis platyrachis
1535,Scorzonera undulata,Scorzonera undulata Vahl,Scorzonera undulata,Vahl,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Scorzonera,Scorzonera undulata
1536,Scutellaria albida subsp. Albida,Scutellaria albida L.,Scutellaria albida ,L. subsp. albida,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria albida
1537,Scutellaria albida subsp. colchica,Scutellaria albida L.,Scutellaria albida ,L. subsp. colchica,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria albida
1538,Scutellaria albida subsp. condensata,Scutellaria albida L.,Scutellaria albida ,L. subsp. condensata,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria albida
1539,Scutellaria albida subsp. velenovskyi,Scutellaria albida L.,Scutellaria albida ,L. subsp. velenovskyi,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria albida
1540,Scutellaria californica,Scutellaria californica A.Gray,Scutellaria californica,A.Gray,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria californica
1541,Scutellaria pinnatifida,Scutellaria pinnatifida A.Ham.,Scutellaria pinnatifida,A.Ham.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria pinnatifida
1542,Scutellaria repens,Scutellaria repens Buch.-Ham. ex D.Don,Scutellaria repens,Buch.-Ham. ex D.Don,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria repens
1543,Scutellaria rupestris,Scutellaria rupestris Boiss. & Heldr.,Scutellaria rupestris,Boiss. & Heldr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria rupestris
1544,Scutellaria sieberi,Scutellaria sieberi Benth.,Scutellaria sieberi,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria sieberi
1545,Scutellaria volubilis,Scutellaria volubilis Kunth,Scutellaria volubilis,Kunth,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria volubilis
1546,Semenovia dichotoma,Semenovia dichotoma (Boiss.) Manden.,Semenovia dichotoma,(Boiss.) Manden.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Semenovia,Semenovia dichotoma
1547,Semenovia suffruticosa,Semenovia suffruticosa (Freyn & Bornm.) Manden.,Semenovia suffruticosa,(Freyn & Bornm.) Manden.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Semenovia,Semenovia suffruticosa
1548,Semenovia tragioides,Semenovia tragioides (Boiss.) Manden.,Semenovia tragioides,(Boiss.) Manden.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Semenovia,Semenovia tragioides
1549,Senecio adenotrichius,Senecio adenotrichius DC.,Senecio adenotrichius,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio adenotrichius
1550,Senecio farfarifolius,Senecio farfarifolius Boiss. & Kotschy,Senecio farfarifolius,Boiss. & Kotschy,changes made,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Turanecio,Turanecio farfarifolius
1551,Senecio royleanus,Senecio royleanus DC.,Senecio royleanus,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio royleanus
1552,Senecio rufinervis,Senecio rufinervis DC.,Senecio rufinervis,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Synotis,Synotis rufinervis
1553,Senecio squalidus,Senecio squalidus L.,Senecio squalidus,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio squalidus
1554,Senecio zoellneri,Senecio zoellneri Marticorena & Quezada,Senecio zoellneri,Marticorena & Quezada,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Culcitium,Culcitium albifolium
1555,Serotinocarpum insignis,Plantae,Serotinocarpum insignis,Unresolved,species not identified,Plantae,,,,,,
1556,Seseli buchtormense,Seseli buchtormense (Fisch.) Koch,Seseli buchtormense,(Fisch.) Koch,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Libanotis,Libanotis buchtormensis
1557,Seseli campestre,Seseli campestre Besser,Seseli campestre,Besser,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,Seseli campestre
1558,Seseli peucedanoides,Seseli peucedanoides Koso-Pol.,Seseli peucedanoides,Koso-Pol.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,Seseli peucedanoides
1559,Seseli resinosum,Seseli resinosum Freyn & Sint.,Seseli resinosum,Freyn & Sint.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,Seseli resinosum
1560,Seseli rigidum,Seseli rigidum Waldst. & Kit.,Seseli rigidum,Waldst. & Kit.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,Seseli rigidum
1561,Seseli tortuosum,Seseli tortuosum L.,Seseli tortuosum,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,Seseli tortuosum
1562,Seseli tortuosum ssp. kiabii,Seseli tortuosum subsp. kiabii H.Akhani,Seseli tortuosum ,subsp. kiabii H.Akhani,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,Seseli kiabii
1563,Sideritis argyrea,Sideritis argyrea P.H.Davis,Sideritis argyrea,P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis argyrea
1564,Sideritis clandestina ssp. Clandestina,Sideritis clandestina Hayek,Sideritis clandestina ,subsp. Clandestina Hayek,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis clandestina
1565,Sideritis congesta,Sideritis congesta P.H.Davis & Hub.-Mor.,Sideritis congesta,P.H.Davis & Hub.-Mor.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis congesta
1566,Sideritis erytrantha,Sideritis erythrantha Boiss. & Heldr.,Sideritis erytrhantha,Boiss. & Heldr.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis erythrantha
1567,Sideritis hololeuca,Sideritis hololeuca Boiss. & Heldr.,Sideritis hololeuca,Boiss. & Heldr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis hololeuca
1568,Sideritis montana,Sideritis montana L.,Sideritis montana,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis montana
1569,Sideritis pusilla (Lange) Pau ssp. pusilla var. typica,Sideritis pusilla Pau,Sideritis pusilla ,Pau subsp. pusilla var. typica,The specific subspecies was not found,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis pusilla
1570,Sideritis pusilla ssp. almeriensis (Pau) Malagarriga var. typica,Sideritis pusilla Pau,Sideritis pusilla ,subsp. almeriensis (Pau) Malagarriga var. typica,The specific subspecies was not found,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis pusilla
1571,Sideritis pusilla ssp. almeriensis var. littoralis Font Quer,Sideritis pusilla Pau,Sideritis pusilla ,subsp. almeriensis var. littoralis Font Quer,The specific subspecies was not found,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis pusilla
1572,Sideritis pusilla ssp. almeriensis var. salina Font Quer,Sideritis pusilla var. salina Font Quer,Sideritis pusilla ,subsp. almeriensis var. salina Font Quer,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis ibanezii
1573,Sideritis pusilla ssp. flavovirens (Rouy) Malagarriga,Sideritis pusilla subsp. flavovirens (Rouy) Malag.,Sideritis pusilla ,subsp. flavovirens (Rouy) Malag.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis ibanezii
1574,Sideritis pusilla ssp. osteoxylla (Pau) PallarÃ©s,Sideritis pusilla subsp. osteoxylla (Pau ex Vicioso) Pallarés,Sideritis pusilla ,subsp. osteoxylla (Pau ex Vicioso) Pallarés,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis osteoxylla
1575,Sideritis pusilla ssp. pusilla var. carthaginensis Font Quer,Sideritis pusilla var. carthaginensis Font Quer,Sideritis pusilla ,var. carthaginensis Font Quer,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis pusilla
1576,Sideritis pusilla ssp. pusilla var. granatensis (Pau) Font Quer,Sideritis pusilla subsp. granatensis (Pau) D.Rivera & Obón,Sideritis pusilla ,subsp. granatensis (Pau) D.Rivera & Obón,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis pusilla
1577,Sideritis raeseri ssp. attica,Sideritis raeseri subsp. attica (Heldr.) Papan. & Kokkini,Sideritis raeseri ,subsp. attica (Heldr.) Papan. & Kokkini,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis raeseri
1578,Sideritis raeseri ssp. raeseri,Sideritis raeseri subsp. raeseri,Sideritis raeseri ,subsp. raeseri,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis raeseri
1579,Sideritis scardica,Sideritis scardica Griseb.,Sideritis scardica,Griseb.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis scardica
1580,Sideritis sipylea,Sideritis sipylea Boiss.,Sideritis sipylea,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis sipylea
1581,Sideritis stricta,Sideritis stricta Boiss. & Heldr.,Sideritis stricta,Boiss. & Heldr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis stricta
