0,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_inchis,OPSIN_comments
germacrene d 4-ol,,NA,,germacrene d 4-ol is unparsable due to the following being uninterpretable: germacrene d 4-ol The following was not parseable: crene d 4-ol
germacrene d-4-alpha-ol,,NA,,germacrene d-4-alpha-ol is unparsable due to the following being uninterpretable: germacrene d-4-alpha-ol The following was not parseable: crene d-4-alpha-ol
germacrene0d,,NA,,germacrene0d is unparsable due to the following being uninterpretable: germacrene0d The following was not parseable: crene0d
globulol+unknown,,NA,,globulol+unknown is unparsable due to the following being uninterpretable: globulol+unknown The following was not parseable: globulol+unknown
"guaia-6,9-diene",,NA,,"guaia-6,9-diene'' is unparsable due to the following being uninterpretable: ''guaia-6,9-diene'' The following was not parseable: ''guaia-6,9-diene''"
guaiol isomer,,NA,,guaiol isomer is unparsable due to the following being uninterpretable: guaiol isomer The following was not parseable: guaiol isomer
"guaiol isomer f,g",,NA,,"guaiol isomer f,g'' is unparsable due to the following being uninterpretable: ''guaiol isomer f,g'' The following was not parseable: ''guaiol isomer f,g''"
helifolenol b,,NA,,helifolenol b is unparsable due to the following being uninterpretable: helifolenol b The following was not parseable: helifolenol b
hexadecanoic0acid,,NA,,hexadecanoic0acid is unparsable due to the following being uninterpretable: 0acid The following was not parseable: 0acid
hexyl-2-methyl butyrate,,NA,,Unable to assign all locants. This locant was not assigned: 2
humulene epoxide iii,,NA,,humulene epoxide iii is unparsable due to the following being uninterpretable: humulene epoxide iii The following was not parseable: humulene epoxide iii
humulene epoxide ll,,NA,,humulene epoxide ll is unparsable due to the following being uninterpretable: humulene epoxide ll The following was not parseable: humulene epoxide ll
humulene epoxide-ii,,NA,,humulene epoxide-ii is unparsable due to the following being uninterpretable: humulene epoxide-ii The following was not parseable: humulene epoxide-ii
humulene epoxide-iii,,NA,,humulene epoxide-iii is unparsable due to the following being uninterpretable: humulene epoxide-iii The following was not parseable: humulene epoxide-iii
iso-menthol,,NA,,iso-menthol is unparsable due to the following being uninterpretable: iso-menthol The following was not parseable: menthol
isoamyl isovlerate,,NA,,isoamyl isovlerate is unparsable due to the following being uninterpretable: isovlerate The following was not parseable: vlerate
isoamyl-2-methyl butyrate,,NA,,Unable to assign all locants. This locant was not assigned: 2
isobornylformate,,NA,,isobornylformate is unparsable due to the following being uninterpretable: isobornylformate The following was not parseable: bornylformate
isobutylphenylacetate,,NA,"InChI=1/C12H16O2/c1-10(2)9-14-12(13)8-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",
isoeogenol,,NA,,isoeogenol is unparsable due to the following being uninterpretable: isoeogenol The following was not parseable: eogenol
isophytol+phytol,,NA,,isophytol+phytol is unparsable due to the following being uninterpretable: isophytol+phytol The following was not parseable: phytol+phytol
isosylvestrene,,NA,,isosylvestrene is unparsable due to the following being uninterpretable: isosylvestrene The following was not parseable: sylvestrene
junipercamphor,,NA,,junipercamphor is unparsable due to the following being uninterpretable: junipercamphor The following was not parseable: junipercamphor
Khusinol,,NA,,Khusinol is unparsable due to the following being uninterpretable: Khusinol The following was not parseable: Khusinol
limonene+beta-phellandrene,,NA,,limonene+beta-phellandrene is unparsable due to the following being uninterpretable: limonene+beta-phellandrene The following was not parseable: imonene+beta-phellandrene
linaiooi,,NA,,linaiooi is unparsable due to the following being uninterpretable: linaiooi The following was not parseable: inaiooi
linalool oxide,,NA,"InChI=1/C10H18O2/c1-8(2)5-4-6-10(3,11)9-7-12-9/h5,9,11H,4,6-7H2,1-3H3",
longiciclene,,NA,,longiciclene is unparsable due to the following being uninterpretable: longiciclene The following was not parseable: ongiciclene
longipinanol,,NA,,longipinanol is unparsable due to the following being uninterpretable: longipinanol The following was not parseable: ongipinanol
maaliene,,NA,,maaliene is unparsable due to the following being uninterpretable: maaliene The following was not parseable: maaliene
Methanoazulene,,NA,"InChI=1/C11H8/c1-2-4-8-6-9-7-11(9)10(8)5-3-1/h1-6H,7H2",
methyl (z)-3-dodecenoate,,NA,"InChI=1/C13H24O2/c1-3-4-5-6-7-8-9-10-11-12-13(14)15-2/h10-11H,3-9,12H2,1-2H3/b11-10-",
methyl cyclopentanone,,NA,"InChI=1/C6H10O/c1-5-3-2-4-6(5)7/h5H,2-4H2,1H3",
methyl heptenone,,NA,"InChI=1/C8H14O/c1-3-5-6-7-8(9)4-2/h6-7H,3-5H2,1-2H3",
methyl thymol,,NA,"InChI=1/C11H16O/c1-7(2)10-6-5-8(3)9(4)11(10)12/h5-7,12H,1-4H3",
methyl thymolmethyl ether,,NA,,methyl thymolmethyl ether is unparsable due to the following being uninterpretable: methyl ether The following was not parseable: methyl ether
methyl-2-phenylacetate,,NA,"InChI=1/C9H10O2/c1-11-9(10)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",
mint sulfide,,NA,,mint sulfide is unparsable due to the following being uninterpretable: mint sulfide The following was not parseable: mint sulfide
monoterpenes hydrocarbons,,NA,,monoterpenes hydrocarbons is unparsable due to the following being uninterpretable: monoterpenes hydrocarbons The following was not parseable: penes hydrocarbons
"muurola-4,9-dien-15-ol",,NA,,"muurola-4,9-dien-15-ol'' is unparsable due to the following being uninterpretable: ''muurola-4,9-dien-15-ol'' The following was not parseable: ''muurola-4,9-dien-15-ol''"
myrtenol + myrtenal,,NA,,myrtenol + myrtenal is unparsable due to the following being uninterpretable: myrtenol + myrtenal The following was not parseable: myrtenol + myrtenal
neo-3-thujanyl acetate,,NA,,neo-3-thujanyl acetate is unparsable due to the following being uninterpretable: neo-3-thujanyl acetate The following was not parseable: 3-thujanyl acetate
neo-intermedeol,,NA,,neo-intermedeol is unparsable due to the following being uninterpretable: neo-intermedeol The following was not parseable: intermedeol
neo-iso(iso)pulegol,,NA,,neo-iso(iso)pulegol is unparsable due to the following being uninterpretable: neo-iso(iso)pulegol The following was not parseable: iso(iso)pulegol
neo-isomenthol,,NA,,neo-isomenthol is unparsable due to the following being uninterpretable: neo-isomenthol The following was not parseable: isomenthol
neo-phytadiene,,NA,,neo-phytadiene is unparsable due to the following being uninterpretable: neo-phytadiene The following was not parseable: phytadiene
nerol+citronellol+carvone,,NA,,nerol+citronellol+carvone is unparsable due to the following being uninterpretable: +citronellol+carvone The following was not parseable: +citronellol+carvone
neryl tiglate,,NA,"InChI=1/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10-,14-6+",
neryl-2-methyl butyrate,,NA,,Unable to assign all locants. This locant was not assigned: 2
norosolanadione,,NA,,norosolanadione is unparsable due to the following being uninterpretable: norosolanadione The following was not parseable: norosolanadione
octaciosane,,NA,,octaciosane is unparsable due to the following being uninterpretable: octaciosane The following was not parseable: ciosane
octanone-3,,NA,,octanone-3 is unparsable due to the following being uninterpretable: 3 The following was not parseable:
p-menth-1-en-8-yl-acetate,,NA,"InChI=1/C12H20O2/c1-9-4-6-10(7-5-9)12(2,3)8-11(13)14/h4,10H,5-8H2,1-3H3,(H,13,14)/p-1/fC12H19O2/q-1",
p-menth-1-ene-9-carboxaldehyde,,NA,"InChI=1/C11H18O/c1-9-3-5-11(6-4-9)10(2)7-8-12/h3,8,10-11H,4-7H2,1-2H3",
"p-mentha-1,3-dien-7-al",,NA,,"p-mentha-1,3-dien-7-al'' is unparsable due to the following being uninterpretable: ''p-mentha-1,3-dien-7-al'' The following was not parseable: ''p-mentha-1,3-dien-7-al''"
"p-mentha-1,5-dien-8-ol",,NA,,"p-mentha-1,5-dien-8-ol'' is unparsable due to the following being uninterpretable: ''p-mentha-1,5-dien-8-ol'' The following was not parseable: ''p-mentha-1,5-dien-8-ol''"
"p-mentha-1,7(8)-diene",,NA,,"p-mentha-1,7(8)-diene'' is unparsable due to the following being uninterpretable: ''p-mentha-1,7(8)-diene'' The following was not parseable: ''p-mentha-1,7(8)-diene''"
"p-mentha-1(7),8-dien-ol",,NA,,"p-mentha-1(7),8-dien-ol'' is unparsable due to the following being uninterpretable: ''p-mentha-1(7),8-dien-ol'' The following was not parseable: ''p-mentha-1(7),8-dien-ol''"
"p-menthalpha-1,5-dien-8-ol",,NA,,"p-menthalpha-1,5-dien-8-ol'' is unparsable due to the following being uninterpretable: ''p-menthalpha-1,5-dien-8-ol'' The following was not parseable: ''p-menthalpha-1,5-dien-8-ol''"
"p-menthalpha-1(7),5-dien-2-ol",,NA,,"p-menthalpha-1(7),5-dien-2-ol'' is unparsable due to the following being uninterpretable: ''p-menthalpha-1(7),5-dien-2-ol'' The following was not parseable: ''p-menthalpha-1(7),5-dien-2-ol''"
p-tolyl-2-propene,,NA,"InChI=1/C10H12/c1-3-4-10-7-5-9(2)6-8-10/h3,5-8H,1,4H2,2H3",
palsutrol,,NA,,palsutrol is unparsable due to the following being uninterpretable: palsutrol The following was not parseable: palsutrol
pentatecanol,,NA,,pentatecanol is unparsable due to the following being uninterpretable: pentatecanol The following was not parseable: tecanol
phenolic alkanone(4),,NA,,phenolic alkanone(4) is unparsable due to the following being uninterpretable: ic alkanone(4) The following was not parseable: ic alkanone(4)
phenylacetaldehydeb,,NA,,phenylacetaldehydeb is unparsable due to the following being uninterpretable: b The following was not parseable: b
phytol isomer,,NA,,phytol isomer is unparsable due to the following being uninterpretable: isomer The following was not parseable: mer
precocene-i,,NA,,precocene-i is unparsable due to the following being uninterpretable: precocene-i The following was not parseable: precocene-i
prococene-ii,,NA,,prococene-ii is unparsable due to the following being uninterpretable: prococene-ii The following was not parseable: prococene-ii
propyl sovalerate,,NA,,propyl sovalerate is unparsable due to the following being uninterpretable: sovalerate The following was not parseable: sovalerate
Sabiene,,NA,,Sabiene is unparsable due to the following being uninterpretable: Sabiene The following was not parseable: Sabiene
sabinyl-2-methylbutyrate,,NA,,sabinyl-2-methylbutyrate is unparsable due to the following being uninterpretable: sabinyl-2-methylbutyrate The following was not parseable: sabinyl-2-methylbutyrate
"sandaracopimara-8(14),15-diene",,NA,,"standardization-8(14),15-diene'' is unparsable due to the following being uninterpretable: ''sandaracopimara-8(14),15-diene'' The following was not parseable: ''sandaracopimara-8(14),15-diene''"
santolinatriene,,NA,,santolinatriene is unparsable due to the following being uninterpretable: santolinatriene The following was not parseable: santolinatriene
sapthulenol,,NA,,sapthulenol is unparsable due to the following being uninterpretable: sapthulenol The following was not parseable: sapthulenol
selenine derivative,,NA,,selenine derivative is unparsable due to the following being uninterpretable: derivative The following was not parseable: erivative
selin-11-en-4-alpha-ol,,NA,,selin-11-en-4-alpha-ol is unparsable due to the following being uninterpretable: selin-11-en-4-alpha-ol The following was not parseable: in-11-en-4-alpha-ol
"selina-3,7(11)-diene",,NA,,"selina-3,7(11)-diene'' is unparsable due to the following being uninterpretable: ''selina-3,7(11)-diene'' The following was not parseable: ''selina-3,7(11)-diene''"
"selina-4,11-diene",,NA,,"selina-4,11-diene'' is unparsable due to the following being uninterpretable: ''selina-4,11-diene'' The following was not parseable: ''selina-4,11-diene''"
sesquiphellendrene,,NA,,sesquiphellendrene is unparsable due to the following being uninterpretable: sesquiphellendrene The following was not parseable: phellendrene
Sesquiterpene alcohol,,NA,,Sesquiterpene alcohol is unparsable due to the following being uninterpretable: Sesquiterpene alcohol The following was not parseable: pene alcohol
sesquiterpene hydrocarbons,,NA,,sesquiterpene hydrocarbons is unparsable due to the following being uninterpretable: sesquiterpene hydrocarbons The following was not parseable: pene hydrocarbons
shybunol,,NA,,shybunol is unparsable due to the following being uninterpretable: shybunol The following was not parseable: shybunol
spathulenol+germacrene delta-4-ol,,NA,,spathulenol+germacrene delta-4-ol is unparsable due to the following being uninterpretable: spathulenol+germacrene delta-4-ol The following was not parseable: spathulenol+germacrene delta-4-ol
tau-muurolol,,NA,,tau-muurolol is unparsable due to the following being uninterpretable: tau-muurolol The following was not parseable: tau-muurolol
tepinolene,,NA,,tepinolene is unparsable due to the following being uninterpretable: tepinolene The following was not parseable: tepinolene
terpinen-4-yl-acetate,,NA,"InChI=1/C32H46O2/c1-16-22-10-19(29(22,4)5)11-24(16)32(15-20-12-25(18(32)3)30(20,6)7)28-17(2)23-14-26(31(23,8)9)21(28)13-27(33)34/h19-21,24,26,28H,10-15H2,1-9H3,(H,33,34)/p-1/fC32H45O2/q-1",
terpinolene+p-cymenene,,NA,,terpinolene+p-cymenene is unparsable due to the following being uninterpretable: terpinolene+p-cymenene The following was not parseable: olene+p-cymenene
tetrahydro tetramethylnaphthalene,,NA,"InChI=1/C14H20/c1-9-10(2)12(4)14-8-6-5-7-13(14)11(9)3/h5-8H2,1-4H3",
"thuja-2,4(10)-diene",,NA,,"thuja-2,4(10)-diene'' is unparsable due to the following being uninterpretable: ''thuja-2,4(10)-diene'' The following was not parseable: ''thuja-2,4(10)-diene''"
thymyl-2-methylbutyrate,,NA,"InChI=1/C15H22O2/c1-6-12(5)15(16)17-14-9-11(4)7-8-13(14)10(2)3/h7-10,12H,6H2,1-5H3",
trans -beta-caryophyllene,,NA,,trans -beta-caryophyllene is unparsable due to the following being uninterpretable: trans -beta-caryophyllene The following was not parseable: -beta-caryophyllene
trans linalool oxide,,NA,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"">trans</stereoChemistry> could refer unambiguously to"
trans-a-bergamotene,,NA,,trans-a-bergamotene is unparsable due to the following being uninterpretable: trans-a-bergamotene The following was not parseable: a-bergamotene
trans-beta-elemenone,,NA,,trans-beta-elemenone is unparsable due to the following being uninterpretable: trans-beta-elemenone The following was not parseable: lemenone
trans-beta-guaiene,,NA,,trans-beta-guaiene is unparsable due to the following being uninterpretable: trans-beta-guaiene The following was not parseable: guaiene
"trans-cadina-1(6),4-diene",,NA,,"trans-cadina-1(6),4-diene'' is unparsable due to the following being uninterpretable: ''trans-cadina-1(6),4-diene'' The following was not parseable: ''trans-cadina-1(6),4-diene''"
