Compound_name,PubChem_lookup_name,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
terpinen-4-ol,terpinen-4-ol,"InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3",11230,terpinen-4-ol,"InChI=1/C30H44O/c1-15-20-10-18(27(20,4)5)11-22(15)30(14-19-12-23(17(30)3)28(19,6)7)25-16(2)21-13-24(26(25)31)29(21,8)9/h18-19,22,24-26,31H,10-14H2,1-9H3",
terpinen-4-ol acetate,terpinen-4-ol acetate,"InChI=1S/C32H46O2/c1-16-22-11-20(29(22,5)6)12-24(16)32(15-21-13-25(18(32)3)30(21,7)8)27-17(2)23-14-26(31(23,9)10)28(27)34-19(4)33/h20-21,24,26-28H,11-15H2,1-10H3",68749986,terpinen-4-ol acetate,"InChI=1/C32H46O2/c1-16-22-11-20(29(22,5)6)12-24(16)32(15-21-13-25(18(32)3)30(21,7)8)27-17(2)23-14-26(31(23,9)10)28(27)34-19(4)33/h20-21,24,26-28H,11-15H2,1-10H3",
terpinen-4-yl-acetate,terpinen-4-yl-acetate,,NA,terpinen-4-yl-acetate,"InChI=1/C32H46O2/c1-16-22-10-19(29(22,4)5)11-24(16)32(15-20-12-25(18(32)3)30(20,6)7)28-17(2)23-14-26(31(23,8)9)21(28)13-27(33)34/h19-21,24,26,28H,10-15H2,1-9H3,(H,33,34)/p-1/fC32H45O2/q-1",
terpinene-4-ol,terpinene-4-ol,"InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3",11230,terpinene-4-ol,"InChI=1/C30H44O/c1-15-20-10-18(27(20,4)5)11-22(15)30(14-19-12-23(17(30)3)28(19,6)7)25-16(2)21-13-24(26(25)31)29(21,8)9/h18-19,22,24-26,31H,10-14H2,1-9H3",
terpinolene,terpinolene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",11463,terpinolene,,terpinolene is unparsable due to the following being uninterpretable: terpinolene The following was not parseable: olene
terpinolene+p-cymenene,terpinolene+p-cymenene,,NA,terpinolene+p-cymenene,,terpinolene+p-cymenene is unparsable due to the following being uninterpretable: terpinolene+p-cymenene The following was not parseable: olene+p-cymenene
tetracosane,tetracosane,"InChI=1S/C24H50/c1-3-5-7-9-11-13-15-17-19-21-23-24-22-20-18-16-14-12-10-8-6-4-2/h3-24H2,1-2H3",12592,tetracosane,"InChI=1/C24H50/c1-3-5-7-9-11-13-15-17-19-21-23-24-22-20-18-16-14-12-10-8-6-4-2/h3-24H2,1-2H3",
tetradecanal,tetradecanal,"InChI=1S/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3",31291,tetradecanal,"InChI=1/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3",
tetradecane,tetradecane,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",12389,tetradecane,"InChI=1/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",
tetradecanoic acid,tetradecanoic acid,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)",11005,tetradecanoic acid,"InChI=1/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)/f/h15H",
tetradecanol,tetradecanol,"InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3",8209,tetradecanol,"InChI=1/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3",
tetrahydro tetramethylnaphthalene,tetrahydro tetramethylnaphthalene,,NA,tetrahydro tetramethylnaphthalene,"InChI=1/C14H20/c1-9-10(2)12(4)14-8-6-5-7-13(14)11(9)3/h5-8H2,1-4H3",
theaspirane b,theaspirane b,"InChI=1S/C13H22O/c1-10-6-5-8-12(3,4)13(10)9-7-11(2)14-13/h6,11H,5,7-9H2,1-4H3",61953,theaspirane b,,theaspirane b is unparsable due to the following being uninterpretable: theaspirane b The following was not parseable: theaspirane b
"thuja-2,4(10)-diene","thuja-2,4(10)-diene",,NA,"thuja-2,4(10)-diene",,"thuja-2,4(10)-diene'' is unparsable due to the following being uninterpretable: ''thuja-2,4(10)-diene'' The following was not parseable: ''thuja-2,4(10)-diene''"
thujene,thujene,"InChI=1S/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h4-5,7-9H,6H2,1-3H3",520384,thujene,"InChI=1/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h4-5,7-9H,6H2,1-3H3",
thujopsene,thujopsene,"InChI=1S/C15H24/c1-11-6-9-14(4)8-5-7-13(2,3)15(14)10-12(11)15/h6,12H,5,7-10H2,1-4H3",97829,thujopsene,,
thujyl alcohol,thujyl alcohol,"InChI=1S/C10H18O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-9,11H,4-5H2,1-3H3",10550,thujyl alcohol,"InChI=1/C10H18O/c1-6(2)10-5-8(10)7(3)4-9(10)11/h6-9,11H,4-5H2,1-3H3",
thymohydroquinone,thymohydroquinone,"InChI=1S/C10H14O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6,11-12H,1-3H3",95779,thymohydroquinone,"InChI=1/C10H14O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6,11-12H,1-3H3",
thymol,thymol,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3",6989,thymol,"InChI=1/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3",
thymol acetate,thymol acetate,"InChI=1S/C12H16O2/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13/h5-8H,1-4H3",68252,thymol acetate,"InChI=1/C12H16O2/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13/h5-8H,1-4H3",
thymol methyl ether,thymol methyl ether,"InChI=1S/C11H16O/c1-8(2)10-6-5-9(3)7-11(10)12-4/h5-8H,1-4H3",14104,thymol methyl ether,"InChI=1/C11H16O/c1-8(2)10-6-5-9(3)7-11(10)12-4/h5-8H,1-4H3",
thymoquinone,thymoquinone,"InChI=1S/C10H12O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6H,1-3H3",10281,thymoquinone,,thymoquinone is unparsable due to the following being uninterpretable: thymoquinone The following was not parseable: thymoquinone
thymyl acetate,thymyl acetate,"InChI=1S/C12H16O2/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13/h5-8H,1-4H3",68252,thymyl acetate,"InChI=1/C12H16O2/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13/h5-8H,1-4H3",
thymyl-2-methylbutyrate,thymyl-2-methylbutyrate,,NA,thymyl-2-methylbutyrate,"InChI=1/C15H22O2/c1-6-12(5)15(16)17-14-9-11(4)7-8-13(14)10(2)3/h7-10,12H,6H2,1-5H3",
torilenol,torilenol,"InChI=1S/C15H24O/c1-8(2)12-10-7-15(4)11(16)6-5-9(3)14(15)13(10)12/h8,10-14,16H,3,5-7H2,1-2,4H3/t10?,11-,12-,13?,14-,15-/m1/s1",91747180,torilenol,,torilenol is unparsable due to the following being uninterpretable: torilenol The following was not parseable: torilenol
trans -beta-caryophyllene,trans -beta-caryophyllene,,NA,trans -beta-caryophyllene,,trans -beta-caryophyllene is unparsable due to the following being uninterpretable: trans -beta-caryophyllene The following was not parseable: -beta-caryophyllene
trans linalool oxide,trans linalool oxide,,NA,trans linalool oxide,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"">trans</stereoChemistry> could refer unambiguously to"
trans-a-bergamotene,trans-a-bergamotene,,NA,trans-a-bergamotene,,trans-a-bergamotene is unparsable due to the following being uninterpretable: trans-a-bergamotene The following was not parseable: a-bergamotene
trans-alpha-bergamotene,trans-alpha-bergamotene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6-7,13-14H,5,8-10H2,1-4H3/t13-,14-,15+/m0/s1",6429302,trans-alpha-bergamotene,,trans-alpha-bergamotene is unparsable due to the following being uninterpretable: trans-alpha-bergamotene The following was not parseable: bergamotene
trans-alpha-bisabolene,trans-alpha-bisabolene,"InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6-8,15H,5,9-11H2,1-4H3/b14-7+",5315468,trans-alpha-bisabolene,,trans-alpha-bisabolene is unparsable due to the following being uninterpretable: trans-alpha-bisabolene The following was not parseable: abolene
trans-beta-bergamotene,trans-beta-bergamotene,"InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6,13-14H,3,5,7-10H2,1-2,4H3/t13-,14-,15+/m0/s1",12300069,trans-beta-bergamotene,,trans-beta-bergamotene is unparsable due to the following being uninterpretable: trans-beta-bergamotene The following was not parseable: bergamotene
trans-beta-caryophyllene,trans-beta-caryophyllene,"InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6+/t13-,14-/m1/s1",5281515,trans-beta-caryophyllene,,trans-beta-caryophyllene is unparsable due to the following being uninterpretable: trans-beta-caryophyllene The following was not parseable: yophyllene
trans-beta-elemenone,trans-beta-elemenone,,NA,trans-beta-elemenone,,trans-beta-elemenone is unparsable due to the following being uninterpretable: trans-beta-elemenone The following was not parseable: lemenone
trans-beta-farnesene,trans-beta-farnesene,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3/b15-12+",5281517,trans-beta-farnesene,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-beta-guaiene,trans-beta-guaiene,,NA,trans-beta-guaiene,,trans-beta-guaiene is unparsable due to the following being uninterpretable: trans-beta-guaiene The following was not parseable: guaiene
trans-beta-ocimene,trans-beta-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8+",5281553,trans-beta-ocimene,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
"trans-cadina-1(6),4-diene","trans-cadina-1(6),4-diene",,NA,"trans-cadina-1(6),4-diene",,"trans-cadina-1(6),4-diene'' is unparsable due to the following being uninterpretable: ''trans-cadina-1(6),4-diene'' The following was not parseable: ''trans-cadina-1(6),4-diene''"
trans-calamenene,trans-calamenene,"InChI=1S/C15H22/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h5,7,9-10,12-13H,6,8H2,1-4H3/t12-,13+/m0/s1",6429022,trans-calamenene,,trans-calamenene is unparsable due to the following being uninterpretable: trans-calamenene The following was not parseable: calamenene
trans-calmenene,trans-calmenene,,NA,trans-calmenene,,trans-calmenene is unparsable due to the following being uninterpretable: trans-calmenene The following was not parseable: calmenene
trans-carveol,trans-carveol,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3/t9-,10+/m1/s1",94221,trans-carveol,,trans-carveol is unparsable due to the following being uninterpretable: trans-carveol The following was not parseable: veol
trans-caryophyllene,trans-caryophyllene,"InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3",26318,trans-caryophyllene,,trans-caryophyllene is unparsable due to the following being uninterpretable: trans-caryophyllene The following was not parseable: yophyllene
trans-chrysanthemal,trans-chrysanthemal,"InChI=1S/C10H16O/c1-7(2)5-8-9(6-11)10(8,3)4/h5-6,8-9H,1-4H3",579152,trans-chrysanthemal,,trans-chrysanthemal is unparsable due to the following being uninterpretable: trans-chrysanthemal The following was not parseable: anthemal
trans-chrysanthenol,trans-chrysanthenol,,NA,trans-chrysanthenol,,trans-chrysanthenol is unparsable due to the following being uninterpretable: trans-chrysanthenol The following was not parseable: anthenol
trans-chrysanthenyl acetate,trans-chrysanthenyl acetate,"InChI=1S/C12H18O2/c1-7-5-6-9-11(14-8(2)13)10(7)12(9,3)4/h5,9-11H,6H2,1-4H3",162747,trans-chrysanthenyl acetate,,trans-chrysanthenyl acetate is unparsable due to the following being uninterpretable: trans-chrysanthenyl acetate The following was not parseable: anthenyl acetate
trans-dihydrocarvone,trans-dihydrocarvone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9+/m1/s1",443181,trans-dihydrocarvone,,trans-dihydrocarvone is unparsable due to the following being uninterpretable: carvone The following was not parseable: vone
trans-dihydrocarvyl acetate,trans-dihydrocarvyl acetate,,NA,trans-dihydrocarvyl acetate,,trans-dihydrocarvyl acetate is unparsable due to the following being uninterpretable: carvyl acetate The following was not parseable: vyl acetate
trans-ethyl cinnamate,trans-ethyl cinnamate,"InChI=1S/C11H12O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-9H,2H2,1H3/b9-8+",637758,trans-ethyl cinnamate,"InChI=1/C11H12O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-9H,2H2,1H3/b9-8+",
trans-limonene oxide,trans-limonene oxide,,NA,trans-limonene oxide,,trans-limonene oxide is unparsable due to the following being uninterpretable: trans-limonene oxide The following was not parseable: imonene oxide
trans-linalool oxide,trans-linalool oxide,"InChI=1S/C10H18O2/c1-5-10(4)7-6-8(12-10)9(2,3)11/h5,8,11H,1,6-7H2,2-4H3/t8-,10+/m0/s1",6432254,trans-linalool oxide,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-linalool oxide (furanoid),trans-linalool oxide (furanoid),"InChI=1S/C10H18O2/c1-5-10(4)7-6-8(12-10)9(2,3)11/h5,8,11H,1,6-7H2,2-4H3/t8-,10+/m0/s1",6432254,trans-linalool oxide (furanoid),,trans-linalool oxide (furanoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
trans-linalool oxide (pyranoid),trans-linalool oxide (pyranoid),,NA,trans-linalool oxide (pyranoid),,trans-linalool oxide (pyranoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
trans-linalool oxide acetate (pyranoid),trans-linalool oxide acetate (pyranoid),"InChI=1S/C12H20O3/c1-6-12(5)8-7-10(14-9(2)13)11(3,4)15-12/h6,10H,1,7-8H2,2-5H3/t10-,12-/m0/s1",6427501,trans-linalool oxide acetate (pyranoid),,trans-linalool oxide acetate (pyranoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
trans-mentha-1(7)8-dien-2-ol,trans-mentha-1(7)8-dien-2-ol,,NA,trans-mentha-1(7)8-dien-2-ol,,trans-mentha-1(7)8-dien-2-ol is unparsable due to the following being uninterpretable: trans-mentha-1(7)8-dien-2-ol The following was not parseable: 8-dien-2-ol
"trans-muurola-3,5-diene","trans-muurola-3,5-diene",,NA,"trans-muurola-3,5-diene",,"trans-muurola-3,5-diene'' is unparsable due to the following being uninterpretable: ''trans-muurola-3,5-diene'' The following was not parseable: ''trans-muurola-3,5-diene''"
trans-p-menth-2-en-1-ol,trans-p-menth-2-en-1-ol,"InChI=1S/C10H18O/c1-8(2)9-4-6-10(3,11)7-5-9/h4,6,8-9,11H,5,7H2,1-3H3/t9-,10-/m0/s1",122484,trans-p-menth-2-en-1-ol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
"trans-p-mentha-1(7),8-dien-2-ol","trans-p-mentha-1(7),8-dien-2-ol",,NA,"trans-p-mentha-1(7),8-dien-2-ol",,"trans-p-mentha-1(7),8-dien-2-ol'' is unparsable due to the following being uninterpretable: ''trans-p-mentha-1(7),8-dien-2-ol'' The following was not parseable: ''trans-p-mentha-1(7),8-dien-2-ol''"
trans-phytol,trans-phytol,"InChI=1S/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15,17-19,21H,6-14,16H2,1-5H3/b20-15+/t18-,19-/m1/s1",5280435,trans-phytol,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-pinene hydrate,trans-pinene hydrate,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(3,11)8(9)6-7/h7-8,11H,4-6H2,1-3H3/t7-,8+,10-/m0/s1",6428289,trans-pinene hydrate,,"Could not find bond that: <stereoChemistry type=""cisOrTrans"" value=""trans"" subsequentUnsemanticToken=""-"">trans</stereoChemistry> could refer unambiguously to"
trans-pinocarveol,trans-pinocarveol,"InChI=1S/C10H16O/c1-6-8-4-7(5-9(6)11)10(8,2)3/h7-9,11H,1,4-5H2,2-3H3",102667,trans-pinocarveol,,trans-pinocarveol is unparsable due to the following being uninterpretable: trans-pinocarveol The following was not parseable: carveol
trans-piperitone oxide,trans-piperitone oxide,"InChI=1S/C10H16O2/c1-6(2)7-4-5-10(3)9(12-10)8(7)11/h6-7,9H,4-5H2,1-3H3/t7-,9-,10+/m1/s1",6430800,trans-piperitone oxide,,trans-piperitone oxide is unparsable due to the following being uninterpretable: trans-piperitone oxide The following was not parseable: piperitone oxide
trans-rose oxide,trans-rose oxide,"InChI=1S/C10H18O/c1-8(2)6-10-7-9(3)4-5-11-10/h6,9-10H,4-5,7H2,1-3H3/t9-,10+/m1/s1",7093102,trans-rose oxide,,trans-rose oxide is unparsable due to the following being uninterpretable: trans-rose oxide The following was not parseable: ose oxide
trans-sabinene hydrate,trans-sabinene hydrate,"InChI=1S/C10H18O/c1-7(2)10-5-4-9(3,11)8(10)6-10/h7-8,11H,4-6H2,1-3H3/t8?,9-,10+/m0/s1",12315151,trans-sabinene hydrate,,trans-sabinene hydrate is unparsable due to the following being uninterpretable: trans-sabinene hydrate The following was not parseable: sabinene hydrate
trans-sabinol,trans-sabinol,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6,8-9,11H,3-5H2,1-2H3/t8?,9-,10+/m1/s1",6429076,trans-sabinol,,trans-sabinol is unparsable due to the following being uninterpretable: trans-sabinol The following was not parseable: sabinol
trans-sabinyl acetate,trans-sabinyl acetate,"InChI=1S/C12H18O2/c1-7(2)12-5-10(12)8(3)11(6-12)14-9(4)13/h7,10-11H,3,5-6H2,1-2,4H3/t10?,11-,12+/m0/s1",6430313,trans-sabinyl acetate,,trans-sabinyl acetate is unparsable due to the following being uninterpretable: trans-sabinyl acetate The following was not parseable: sabinyl acetate
trans-theaspirane,trans-theaspirane,"InChI=1S/C13H22O/c1-10-6-5-8-12(3,4)13(10)9-7-11(2)14-13/h6,11H,5,7-9H2,1-4H3/t11-,13+/m0/s1",6431226,trans-theaspirane,,trans-theaspirane is unparsable due to the following being uninterpretable: trans-theaspirane The following was not parseable: theaspirane
trans-theaspirane,trans-theaspirane,"InChI=1S/C13H22O/c1-10-6-5-8-12(3,4)13(10)9-7-11(2)14-13/h6,11H,5,7-9H2,1-4H3/t11-,13+/m1/s1",11298500,trans-theaspirane,,trans-theaspirane is unparsable due to the following being uninterpretable: trans-theaspirane The following was not parseable: theaspirane
trans-thujone,trans-thujone,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1",91456,trans-thujone,,trans-thujone is unparsable due to the following being uninterpretable: trans-thujone The following was not parseable:
trans-verbenol,trans-verbenol,"InChI=1S/C10H16O/c1-6-4-9(11)8-5-7(6)10(8,2)3/h4,7-9,11H,5H2,1-3H3",61126,trans-verbenol,,trans-verbenol is unparsable due to the following being uninterpretable: trans-verbenol The following was not parseable: verbenol
trans-verbenyl acetate,trans-verbenyl acetate,"InChI=1S/C12H18O2/c1-7-5-11(14-8(2)13)10-6-9(7)12(10,3)4/h5,9-11H,6H2,1-4H3",118088,trans-verbenyl acetate,,trans-verbenyl acetate is unparsable due to the following being uninterpretable: trans-verbenyl acetate The following was not parseable: verbenyl acetate
tricosane,tricosane,"InChI=1S/C23H48/c1-3-5-7-9-11-13-15-17-19-21-23-22-20-18-16-14-12-10-8-6-4-2/h3-23H2,1-2H3",12534,tricosane,"InChI=1/C23H48/c1-3-5-7-9-11-13-15-17-19-21-23-22-20-18-16-14-12-10-8-6-4-2/h3-23H2,1-2H3",
tricyclene,tricyclene,"InChI=1S/C10H16/c1-9(2)6-4-7-8(5-6)10(7,9)3/h6-8H,4-5H2,1-3H3",79035,tricyclene,,tricyclene is unparsable due to the following being uninterpretable: tricyclene The following was not parseable: cyclene
tridecane,tridecane,"InChI=1S/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3",12388,tridecane,"InChI=1/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3",
tridecanoic acid,tridecanoic acid,"InChI=1S/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)",12530,tridecanoic acid,"InChI=1/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)/f/h14H",
tridecanol,tridecanol,"InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3",8207,tridecanol,"InChI=1/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3",
tritriacontane,tritriacontane,"InChI=1S/C33H68/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-33H2,1-2H3",12411,tritriacontane,"InChI=1/C33H68/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-33H2,1-2H3",
umbellulone,umbellulone,"InChI=1S/C10H14O/c1-6(2)10-5-8(10)7(3)4-9(10)11/h4,6,8H,5H2,1-3H3",91195,umbellulone,,umbellulone is unparsable due to the following being uninterpretable: umbellulone The following was not parseable: ulone
undecanal,undecanal,"InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3",8186,undecanal,"InChI=1/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3",
undecane,undecane,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",14257,undecane,"InChI=1/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",
undecanol,undecanol,"InChI=1S/C11H24O/c1-2-3-4-5-6-7-8-9-10-11-12/h12H,2-11H2,1H3",8184,undecanol,"InChI=1/C11H24O/c1-2-3-4-5-6-7-8-9-10-11-12/h12H,2-11H2,1H3",
undecanone,undecanone,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3",8163,undecanone,"InChI=1/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3",
valencene,valencene,"InChI=1S/C15H24/c1-11(2)13-8-9-14-7-5-6-12(3)15(14,4)10-13/h7,12-13H,1,5-6,8-10H2,2-4H3/t12-,13-,15+/m1/s1",9855795,valencene,,valencene is unparsable due to the following being uninterpretable: valencene The following was not parseable: encene
valerenal,valerenal,"InChI=1S/C15H22O/c1-10(9-16)8-13-6-4-11(2)14-7-5-12(3)15(13)14/h8-9,11,13-14H,4-7H2,1-3H3/b10-8+/t11-,13+,14-/m1/s1",6440942,valerenal,,valerenal is unparsable due to the following being uninterpretable: valerenal The following was not parseable: enal
verbenene,verbenene,"InChI=1S/C10H14/c1-7-4-5-8-6-9(7)10(8,2)3/h4-5,8-9H,1,6H2,2-3H3",6427476,verbenene,,verbenene is unparsable due to the following being uninterpretable: verbenene The following was not parseable: verbenene
verbenol,verbenol,"InChI=1S/C10H16O/c1-6-4-9(11)8-5-7(6)10(8,2)3/h4,7-9,11H,5H2,1-3H3",61126,verbenol,,verbenol is unparsable due to the following being uninterpretable: verbenol The following was not parseable: verbenol
verbenone,verbenone,"InChI=1S/C10H14O/c1-6-4-9(11)8-5-7(6)10(8,2)3/h4,7-8H,5H2,1-3H3",29025,verbenone,,verbenone is unparsable due to the following being uninterpretable: verbenone The following was not parseable: verbenone
viddrol,viddrol,,NA,viddrol,,viddrol is unparsable due to the following being uninterpretable: viddrol The following was not parseable: viddrol
viridiflorene,viridiflorene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h10,12-14H,5-8H2,1-4H3/t10-,12-,13-,14-/m1/s1",10910653,viridiflorene,,viridiflorene is unparsable due to the following being uninterpretable: viridiflorene The following was not parseable: viridiflorene
viridiflorol,viridiflorol,"InChI=1S/C15H26O/c1-9-5-6-10-12(9)13-11(14(13,2)3)7-8-15(10,4)16/h9-13,16H,5-8H2,1-4H3/t9-,10-,11+,12+,13-,15-/m0/s1",12304981,viridiflorol,,viridiflorol is unparsable due to the following being uninterpretable: viridiflorol The following was not parseable: viridiflorol
